word,Length,Arousal.M,Arousal.SD,Arousal.N,Valence.M,Valence.SD,Valence.N,Dominance.M,Dominance.SD,Dominance.N,Concreteness.M,Concreteness.SD,Concreteness.N,Imageability.M,Imageability.SD,Imageability.N,Familiarity.M,Familiarity.SD,Familiarity.N,AoA.M,AoA.SD,AoA.N,Size.M,Size.SD,Size.N,Gender.M,Gender.SD,Gender.N
speaker (amplifier),7,5.086,2.196,35,5.714,1.161,35,5.743,1.574,35,6.314,0.979,35,6.303,0.904,33,5.657,1.492,35,4.286,1.446,35,5.029,1.524,34,4.829,0.941,35
speaker (orator),7,4.818,2.315,33,5.912,1.197,34,6.091,1.99,33,5.156,1.679,32,4.727,1.601,33,5.094,2.037,32,4.794,1.389,34,4.576,1.156,33,4.625,0.992,32
spell (alphabet),5,3.941,1.846,34,5.588,0.878,34,5.657,1.788,35,4.429,1.479,35,3.857,2.002,35,5.8,1.618,35,2.286,0.7,35,3.543,1.227,35,3.971,0.891,34
spell (magical),5,6.657,1.956,35,6.829,1.978,35,5.457,2.383,35,2.429,1.695,35,4.229,1.884,35,5.029,2.022,34,2.4,1.126,35,4.5,1.595,34,2.886,1.347,35
spell (time period),5,3.636,2.057,33,4.879,1.008,33,5,1.576,33,2.758,1.349,33,2.219,1.452,32,5.03,1.817,33,4.758,1.207,33,3.939,1.516,33,3.515,1.019,33
spirit (drink),6,5.971,2.229,34,5.394,1.434,33,5.118,1.997,34,6.235,0.807,34,6.114,0.949,35,6,1.287,35,5.857,1.046,35,3.118,1.641,34,3.971,1.558,35
spirit (ghost),6,5.636,2.626,33,4.088,1.579,34,4.118,2.097,34,2.912,2.005,34,4.765,2.184,34,5.242,1.939,33,4.235,1.456,34,4.235,1.535,34,3.788,1.273,33
spirit (intention),6,5.629,2.058,35,6.824,1.248,34,6.714,1.631,35,2.171,1.298,35,2.943,1.788,35,5.147,1.478,34,4.857,1.476,35,5.171,1.363,35,3.324,1.156,34
spirit (soul),6,5.647,2.577,34,7.029,1.505,34,5.853,2.277,34,1.706,1.072,34,3.147,1.912,34,5.353,1.643,34,4.588,1.437,34,4.941,1.798,34,2.909,1.026,33
spot (pimple),4,2.912,2.241,34,2.735,1.379,34,3.882,1.549,34,6.546,0.742,33,6.364,0.881,33,6.03,1.243,33,4.382,1.213,34,2.333,1.223,33,4,1.331,35
spot (stain),4,3.219,1.781,32,3.844,0.565,32,4.581,1.101,31,5.906,1.308,32,6.125,0.992,32,5.625,1.709,32,3.097,1.304,31,2,1.047,31,3.879,1.008,33
spread (food),6,4.177,2.007,34,5.941,1.187,34,5.206,1.231,34,5.735,1.481,34,6.088,1.095,34,5.382,1.372,34,3.5,1.243,34,3.182,1.424,33,3.647,1.16,34
spread (open),6,5,2.326,34,5.735,1.267,34,5.2,1.77,35,3.971,1.844,35,4.371,1.806,35,5.177,1.599,34,4.485,1.395,33,4.576,1.776,33,3.571,1.178,35
spring (coil),6,4.5,2.213,34,5.294,0.787,34,4.971,1.543,34,6.273,1.262,33,6.469,1.145,32,5.059,1.765,34,4.057,1.12,35,2.849,1.617,33,4.333,1.172,33
spring (jump),6,5.576,1.859,33,6.143,1.199,35,5.429,1.573,35,4.743,1.662,35,5.286,1.232,35,4.849,1.579,33,3.6,1.625,35,4.147,1.438,34,3.714,0.848,35
spring (season),6,7.294,1.563,34,7.114,1.45,35,5.343,2.124,35,5.314,1.19,35,6.235,0.941,34,6.229,1.244,35,2.4,0.8,35,5.324,1.206,34,2.559,1.09,34
squash (crush),6,5.029,2.478,35,3.441,1.265,34,4.8,2.149,35,4.529,1.356,34,4.629,1.774,35,4.849,1.909,33,3.147,1.353,34,4.121,1.43,33,5.147,1.141,34
squash (sport),6,4.394,1.969,33,5.25,1.346,32,5.531,1.323,32,5.71,1.349,31,6.063,1.197,32,4.313,2.068,32,5.606,1.153,33,3.294,1.466,34,4.618,1.329,34
squash (vegetable),6,2.727,1.503,33,5.177,0.89,34,5.029,1.298,35,6.735,0.503,34,6.2,1.19,35,4.371,2.112,35,4.6,1.497,35,2.971,1.361,34,3.912,0.702,34
squat (crouch),5,4.485,2.231,33,4.677,0.894,31,4.636,1.514,33,5.061,1.575,33,5.606,1.391,33,4.844,1.641,32,4.333,1.551,33,2.688,1.044,32,4.031,1.531,32
squat (short),5,3.353,1.678,34,4.364,1.068,33,4.588,1.375,34,4.265,1.441,34,4.849,1.69,33,4.061,2.059,33,5.265,1.29,34,2.455,0.988,33,4.281,1.096,32
staff (stick),5,3.735,2.133,34,5.114,1.115,35,6.03,1.962,33,6.229,1.197,35,5.912,1.358,34,3.943,1.912,35,4.455,1.671,33,3.371,1.333,35,5.273,0.75,33
staff (workforce),5,3.879,1.95,33,5.242,1.207,33,4.647,2.071,34,5.618,1.138,34,5.294,1.506,34,5.471,1.649,34,4.714,1.161,35,4.677,1.675,34,4.324,0.865,34
stake (investment),5,3.697,2.263,33,5.059,1.474,34,4.943,1.897,35,3.912,1.755,34,2.818,1.585,33,3.697,1.93,33,6.059,1.11,34,5.091,1.138,33,5.353,0.871,34
stake (wooden),5,3.875,2.233,32,4.063,1.298,32,5.387,1.735,31,6.419,0.908,31,6.387,0.748,31,4.25,1.82,32,4.767,1.606,30,3.567,1.585,30,4.938,0.827,32
stall (hesitate),5,3.97,1.85,33,3.771,0.988,35,3.818,1.29,33,3.121,1.719,33,3.353,1.797,34,4.781,1.763,32,4.857,1.15,35,3.515,1.104,33,3.727,0.962,33
stall (kiosk),5,3.484,1.5,31,5.188,1.13,32,4.968,1.636,31,5.879,1.387,33,5.882,1.529,34,5.129,1.661,31,4.382,1.394,34,3.636,1.453,33,4.235,1.238,34
staple (mainstay),6,3.1,1.446,30,5.3,1.187,30,4.936,1.19,31,4.037,1.478,27,3.357,1.913,28,3.559,1.85,34,5.5,1.544,30,3.857,1.245,28,3.933,0.964,30
staple (stationery),6,2.706,1.887,34,4.943,0.232,35,5.114,1.237,35,6.571,1.077,35,6.514,0.937,35,6,1.265,35,3.886,0.979,35,2.086,1.228,35,4.394,0.694,33
star (celebrity),4,5.697,2.599,33,5.576,1.985,33,5.485,2.217,33,4.667,2.01,33,5.667,1.407,33,5.844,1.523,32,3.758,1.303,33,4.849,1.828,33,2.606,1.071,33
star (sky),4,5.6,1.915,35,7.235,1.33,34,5.086,1.795,35,6,1.393,34,6.743,0.498,35,6.333,1.005,33,2.229,1.267,35,4.429,2.259,35,2.914,1.204,35
steer (cows),5,3.172,2.052,29,5.333,0.83,30,5.407,1.79,27,5.138,1.613,29,5.214,1.82,28,2.546,1.811,33,5.607,1.611,28,4.035,1.45,29,4.857,1.245,28
steer (direct),5,4.094,1.756,32,5.563,1.273,32,6.645,2.056,31,3.909,1.602,33,3.576,1.843,33,5.688,1.261,32,4.097,1.279,31,3.967,1.224,30,5,0.935,32
stem (origin),4,3.844,2.017,32,5.735,1.146,34,4.71,1.169,31,3.613,1.64,31,2.531,1.369,32,3.849,1.811,33,5.629,1.289,35,4.118,1.623,34,3.941,0.938,34
stem (plant),4,3,2.151,35,5.273,1.188,33,5.294,1.486,34,6.091,1.026,33,6.152,1.184,33,4.971,1.917,34,4,1.59,34,3.063,1.298,32,3.394,0.919,33
stern (attitude),5,4.938,2.045,32,3.394,1.841,33,5.531,2.692,32,3,1.595,33,3.697,1.867,33,5.242,1.371,33,5,1.498,33,4,1.436,33,4.771,1.64,35
stern (ship),5,3.546,2.105,33,5,0.985,33,5.182,1.833,33,6.147,1.191,34,5.912,1.522,34,3.265,1.703,34,5.394,1.229,33,5,1.985,33,5.382,1.261,34
stick (glue),5,3.4,1.76,35,5.059,1.136,34,5.029,1.665,35,6.029,1.361,34,5.912,1.401,34,5.441,1.376,34,2.5,0.653,34,2.667,1.407,33,4.147,0.879,34
stick (thin piece of wood),5,2.97,1.566,33,4.914,0.28,35,4.686,1.526,35,6.371,1.017,35,6.4,0.991,35,5.618,1.681,34,1.886,0.574,35,2.324,1.104,34,4.457,0.805,35
stir (cook),4,4.121,1.737,33,5.758,1.016,33,5.438,1.435,32,5.333,1.491,30,5.515,1.559,33,5.909,0.996,33,3.343,1.218,35,2.939,1.205,33,2.912,1.147,34
stir (make trouble),4,5,2.309,33,2.457,1.38,35,6.333,2.055,33,3.429,1.536,35,3.4,1.744,35,5.121,1.552,33,4.765,1.214,34,4.706,1.151,34,3.771,1.64,35
stir (move),4,4.743,2.195,35,5.2,1.037,35,6.314,1.939,35,4.265,1.559,34,5.371,1.436,35,5.824,1.855,34,3.889,1.629,36,3.324,1.387,34,3.722,0.989,36
stock (finance),5,3.206,2.139,34,4.735,1.313,34,4.156,2.002,32,4.121,1.887,33,4.03,1.784,33,5.03,1.66,33,6,1.138,34,4.909,1.832,33,5.364,1.01,33
stock (inventory),5,3.294,1.69,34,5.177,1.15,34,5.588,1.555,34,5.147,1.611,34,4.588,1.751,34,4.313,1.648,32,5.657,1.145,35,4.735,1.461,34,4.818,1.14,33
stock (soup),5,3.606,1.808,33,5.969,1.075,32,5.581,1.071,31,6.235,0.877,34,6.226,1.007,31,5.563,1.273,32,4.559,1.241,34,2.313,1.236,32,3.576,1.129,33
stone (rock),5,2.857,1.915,35,4.853,0.772,34,5.629,1.569,35,6.514,1.025,35,6.514,1.025,35,6.343,1.068,35,1.971,0.971,35,2.914,1.663,35,5.143,0.798,35
stone (weight),5,4.03,2.007,33,4.212,1.552,33,5.156,1.603,32,5.818,1.381,33,3.667,1.853,33,5.813,1.285,32,4.606,1.669,33,4.455,1.597,33,4.412,1.263,34
stool (chair),5,2.939,1.669,33,5,0.696,33,4.912,1.597,34,6.677,0.629,34,6.147,1.353,34,5.688,1.424,32,2.743,1.441,35,2.943,1.308,35,4.471,0.776,34
stool (faeces),5,2.4,1.808,35,2.8,1.527,35,4.265,1.975,34,6.118,0.993,34,5.912,1.269,34,4.143,2.193,35,5.677,1.761,34,2.829,1.483,35,5.029,1.082,35
store (put away for future),5,3.206,1.586,34,5.971,1.014,34,5.697,2.007,33,4.667,1.363,33,3.75,1.62,32,5.606,1.229,33,3.794,1.231,34,3.943,1.548,35,3.941,1.162,34
store (shop),5,4.303,1.714,33,5.394,0.814,33,4.971,1.505,34,6.324,1.181,34,6.059,1.136,34,5.382,1.681,34,3.235,1.516,34,4.364,1.432,33,3.5,1.334,34
straw (drinking),5,3.886,2.352,35,5.5,0.738,34,4.971,1.444,35,6.657,0.754,35,6.629,0.959,35,6.057,1.264,35,2.571,1.178,35,1.706,0.956,34,3.571,0.904,35
straw (hay),5,2.943,1.739,35,5.147,0.974,34,5.182,1.882,33,5.941,1.608,34,6.229,1.123,35,5.091,1.798,33,2.971,1.071,34,2.618,1.112,34,4.088,1.197,34
strike (hit),6,5.265,2.832,34,2.829,1.612,35,5.882,2.709,34,5.088,1.38,34,5.706,1.525,34,4.546,1.742,33,4.5,1.266,34,4.514,1.519,35,5.794,0.9,34
strike (picket),6,4.677,2.234,31,4.375,1.341,32,5.697,1.834,33,4.849,1.617,33,4.515,1.654,33,4.059,2.1,34,5.455,1.233,33,4.235,1.516,34,4.559,1.006,34
strip (naked),5,7.029,2.104,35,5.429,1.661,35,5.686,2.765,35,5.143,1.791,35,6.235,1.113,34,5.857,1.15,35,5.086,1.339,35,4.171,1.298,35,3.714,1.541,35
strip (narrow piece),5,3.5,1.914,34,4.912,0.702,34,4.529,1.311,34,5.353,1.303,34,4.758,1.615,33,4.667,1.717,33,3.824,1.504,34,2.281,1.256,32,4.235,1.086,34
strip (street),5,4.118,2.259,34,4.824,0.984,34,4.849,1.258,33,5.546,1.519,33,4.606,1.705,33,3.588,2.102,34,5.242,1.688,33,4.4,1.428,30,4.273,1.081,33
stroke (brain),6,5.529,2.821,34,2,1.68,34,2.636,2.042,33,5.75,1.5,32,4.147,1.833,34,4.903,1.907,31,5.686,1.141,35,5.706,1.544,34,4.182,0.833,33
stroke (pet),6,5.194,2.086,31,6.794,1.255,34,6.088,2.306,34,4.938,1.499,32,5.758,1.615,33,5.871,1.453,31,2.152,0.957,33,3.125,1.317,32,2.97,1.058,33
suit (legal),4,3.968,2.163,31,3.71,1.197,31,4.8,1.939,30,4.667,1.513,30,3.839,1.919,31,4.452,2.045,31,5.813,1.379,32,4.733,1.436,30,4.742,0.949,31
suit (playing cards),4,3.882,2.069,34,5.441,0.774,34,5.212,1.472,33,5.853,1.417,34,6.121,1.32,33,4.857,1.624,35,4.5,1.289,34,2.515,1.258,33,4.941,1.027,34
suit (special clothes),4,5.219,2.381,32,6.618,1.306,34,6.515,1.725,33,6.531,0.706,32,6.5,1.064,34,5.452,1.643,31,3.743,1.078,35,4.061,1.455,33,6.121,1.008,33
suit (to be fit for),4,4.281,2.168,32,6.364,1.322,33,5.656,1.914,32,3.121,1.822,33,3.727,2.019,33,5.677,1.49,34,4.735,1.441,34,3.625,1.293,32,4.629,1.605,35
surf (breaking waves),4,5.4,2.428,35,6.314,1.26,35,5.743,1.713,35,6.235,0.877,34,6.382,0.94,34,5,1.595,33,4.629,1.197,35,4.971,1.576,35,5.086,1.131,35
surf (riding waves),4,5.939,1.874,33,6.735,1.379,34,5.688,2.186,32,5.576,1.232,33,6.121,1.273,33,5.235,1.646,34,4.029,1.2,34,4.813,1.402,32,4.97,1.193,33
sweet (nice),5,5.667,1.964,33,7.971,1.043,34,5.559,1.538,34,3.029,1.248,34,4.059,1.748,34,6.576,0.698,33,2.765,1.415,34,3.824,1.706,34,1.912,1.095,34
sweet (sugar),5,5.794,2.041,34,6.912,1.222,34,4.914,2.075,35,4.794,1.728,34,5.177,1.671,34,6.441,0.914,34,2.029,0.857,34,3.486,1.697,35,2.514,0.906,35
swift (bird),5,4.5,2.104,34,5.735,1.22,34,5.697,1.732,33,5.939,1.476,33,5.188,1.845,32,4.281,2.154,32,4.688,1.55,32,2.543,1.36,35,2.882,1.132,34
swift (quick),5,5.581,2.044,31,6.258,0.983,31,5.774,1.995,31,3.273,1.562,33,3.625,1.672,32,5.355,1.284,31,4.485,1.258,33,3.067,1.237,30,3.438,1.171,32
table (chart),5,2.943,1.851,35,4.971,1,35,5.229,1.197,35,5.686,1.347,35,6.086,1.079,35,5.912,1.172,34,4.143,1.312,35,3.5,1.356,34,4.743,1.024,35
table (desk),5,3.171,1.828,35,5.2,0.821,35,5.206,0.994,34,6.743,0.648,35,6.647,0.936,34,6.571,0.838,35,2.057,0.532,35,3.943,1.351,35,4.457,0.996,35
tango (dance),5,6.5,1.819,34,6.559,1.117,34,6.515,1.811,33,5.343,1.492,35,6.121,1.094,33,3.97,1.962,33,4.941,1.11,34,3.829,1.32,35,2.765,1.165,34
tango (drink),5,4.5,2.159,34,5.813,1.31,32,5.636,1.096,33,6.353,1.082,34,6.353,1.135,34,5.424,1.843,33,4,1.609,34,2.765,1.395,34,3.97,0.717,33
tank (army),4,4.25,2.693,32,3.355,1.536,31,4.406,2.935,32,6.788,0.477,33,6.419,1.158,31,5.625,1.654,32,3.212,1.2,33,5.645,1.637,31,6.375,0.82,32
tank (fish),4,3.471,2.047,34,5.371,1.149,35,5.171,1.576,35,6.758,0.552,33,6.794,0.472,34,5.529,1.613,34,3.057,1.013,35,3.257,1.592,35,4.371,0.865,35
tank (storage),4,3.265,1.99,34,5.412,0.878,34,5.121,1.32,33,6.029,1.175,34,5.303,1.586,33,4.906,1.608,32,4.229,1.244,35,4.849,1.76,33,5.303,1.114,33
temple (forehead),6,3.941,2.209,34,5.235,0.842,34,5.516,1.16,31,6.182,0.869,33,6.559,0.735,34,4.818,1.749,33,4.771,1.514,35,3.177,1.361,34,3.794,1.132,34
temple (worship),6,4.455,2.076,33,5.697,2.096,33,4.424,2.629,33,6.188,1.333,32,6.353,0.723,34,4.969,1.63,32,4.529,1.218,34,5.313,1.629,32,4.118,1.278,34
tender (sensitive),6,5.286,2.385,35,5.879,1.771,33,4.429,1.975,35,2.914,1.461,35,3.265,1.4,34,5.333,1.45,33,4.441,1.333,34,3.294,1.544,34,2.324,0.865,34
tender (soft),6,6.257,1.842,35,7.086,1.36,35,5.324,2.323,34,3.265,1.441,34,3.886,1.703,35,5.771,1.354,35,4.429,1.777,35,3.618,1.351,34,1.941,0.968,34
tense (strained),5,5.147,2.303,34,2.971,1.341,35,3.97,2.153,33,3.515,1.373,33,4.129,1.718,31,5.5,1.377,34,5.061,1.391,33,4.303,1.337,33,4.546,1.305,33
tense (verb),5,3.515,2.231,33,4.303,1,33,4.727,1.675,33,3.088,1.463,34,2.969,1.896,32,4.939,1.613,33,4.706,1.099,34,3.344,1.189,32,4.5,0.978,34
text (phone message),4,5.514,2.407,35,6.114,1.489,35,5.914,1.795,35,5.886,1.26,35,6.229,0.988,35,6.743,0.769,35,5.314,1.368,35,2.829,1.521,35,3.457,1.024,35
text (written work),4,3.606,2.103,33,5.546,1.437,33,5.485,1.743,33,5.879,1.094,33,5.97,1.291,33,6.091,1.111,33,3.97,1.291,33,3.849,1.708,33,3.939,0.886,33
ticket (admission),6,4.758,2.475,33,6.029,1.134,35,5.344,1.651,32,6.371,0.831,35,6.343,1.094,35,5.914,1.273,35,3.429,0.965,35,2.697,1.267,33,4.206,0.53,34
ticket (parking),6,3.722,2.456,36,3.029,1.993,35,3.943,1.926,35,6.5,0.849,34,6.294,0.956,34,6.061,1.301,33,4.6,1.571,35,2.943,1.82,35,4.889,1.048,36
tie (bind),3,5,1.879,34,4.677,1.156,34,4.529,2.428,34,5.324,1.344,34,5.571,1.44,35,5.219,1.34,32,3.057,1.17,35,3.118,1.255,34,4.853,1.141,34
tie (neck),3,3.853,2.031,34,5.265,1.12,34,5.147,2.251,34,6.727,0.509,33,6.606,0.547,33,6.344,0.852,32,3.265,1.196,34,2.394,1.391,33,6.182,0.796,33
tie (stalemate),3,3.807,1.941,31,4.829,0.736,35,5.294,1.362,34,3.943,1.739,35,4.152,1.617,33,4.686,1.879,35,3.906,1.792,32,3.438,0.998,32,4.324,0.716,34
titanic (ship),7,4.969,2.298,32,3,1.299,32,4.677,2.085,31,6.438,0.933,32,6.344,1.189,32,5.719,1.526,32,4.563,1.171,32,6,1.646,31,4.032,1.492,31
titanic (size),7,5.265,2.33,34,5.294,1.296,34,5.382,2.352,34,4.242,1.793,33,4.794,1.997,34,3.667,1.949,33,4.853,1.331,34,6.618,0.841,34,5.061,1.324,33
toast (bread),5,3.909,2.261,33,6.118,1.207,34,5.471,1.519,34,6.706,0.57,34,6.647,0.681,34,6.636,0.688,33,2,0.875,34,2.606,1.369,33,4.206,1.079,34
toast (speech),5,4.743,2.156,35,6.559,1.288,34,5.647,1.861,34,4.546,1.597,33,4.771,1.709,35,4.765,1.941,34,5.147,1.141,34,4.303,1.291,33,5.029,1.159,35
tone (colour),4,4.364,1.904,33,5.667,1.247,33,5,1.128,33,3.788,1.737,33,4.303,1.642,33,5.094,1.665,32,4.515,1.373,33,3.188,1.261,32,3.212,1.249,33
tone (music),4,5.412,1.942,34,6.394,1.301,33,5.424,1.498,33,4.03,1.696,33,3.156,2.063,32,5.313,1.467,32,4.559,1.355,34,3.939,1.229,33,3.235,1.002,34
tone (voice),4,5.471,2.118,34,5.629,0.988,35,5.844,1.805,32,3.314,1.785,35,3.606,1.89,33,5.455,1.258,33,4.286,1.209,35,4.212,1.008,33,3.939,1.127,33
top (apex),3,4.516,2.093,31,6.531,1.768,32,6.406,1.783,32,4.833,1.614,30,4.742,1.741,31,4.971,2.093,34,3.125,1.996,32,4.344,1.553,32,4.156,1.003,32
top (shirt),3,4.324,2.152,34,5.629,0.897,35,6.03,1.403,33,6.471,0.882,34,6.636,0.594,33,6.5,0.947,34,2.294,1.34,34,3,1.287,35,4.235,1.33,34
top (spinning),3,3.97,2.081,33,5.424,0.889,33,5.412,1.375,34,5.514,1.61,35,5.242,1.615,33,4.485,1.987,33,3.143,1.376,35,2.471,1.377,34,3.941,0.684,34
torch (burn),5,5.438,2.537,32,4.152,1.654,33,5.226,1.736,31,5.121,1.572,33,5.688,1.356,32,4.933,1.948,30,4.424,1.156,33,3.903,1.614,31,4.636,0.948,33
torch (flashlight),5,4.294,2.108,34,5.912,1.463,34,5.824,1.382,34,6.824,0.381,34,6.714,0.613,35,6.143,1.268,35,3.029,1.028,35,3.086,1.442,35,4.514,0.806,35
trace (copy),5,3.059,1.571,34,4.853,0.974,34,5.235,2.157,34,4.861,1.619,36,4.677,1.966,34,4.941,2.028,34,3.639,1.494,36,2.972,1.19,36,3.611,0.792,36
trace (small amount),5,3.636,1.839,33,4.688,0.95,32,4.594,1.765,32,4,1.775,33,3.813,1.74,32,5.2,1.352,30,5.061,1.254,33,1.546,0.988,33,3.406,0.964,32
traction (grip),8,4.294,2.19,34,5.371,1.098,35,5.938,1.638,32,4.382,1.476,34,4.152,1.672,33,3,1.537,33,5.914,1.381,35,3.667,1.385,33,5.118,0.963,34
traction (medical),8,3.24,1.773,25,4.708,1.172,24,4.462,1.623,26,5.046,1.492,22,4.13,1.623,23,2.063,1.694,32,6.739,1.031,23,3.864,1.179,22,4.48,1.063,25
train (bridal),5,4.455,2.463,33,6.152,1.672,33,5.063,1.767,32,5.97,1.141,33,6.091,1.215,33,3.727,2.178,33,5.485,1.459,33,3.97,1.714,33,2,1.283,34
train (practice),5,5.235,2.184,34,6.647,1.135,34,6.125,2.027,32,4.314,1.652,35,4.758,1.538,33,5.677,1.429,34,4.088,1.292,34,4.429,1.294,35,5.382,0.971,34
train (procession),5,3.735,1.771,34,5.219,0.739,32,4.971,1.464,35,4.5,1.5,34,5.118,1.207,34,4.559,1.752,34,4.286,1.86,35,4.514,1.574,35,4.152,1.048,33
train (vehicle),5,3.743,1.842,35,5.286,1.002,35,5.091,2.137,33,6.588,0.732,34,6.629,0.988,35,6.294,1.016,34,2.6,1.398,35,5.6,1.76,35,5.229,1.017,35
trainer (coach),7,4.727,1.958,33,5.735,1.335,34,4.257,2.234,35,6.091,1.138,33,6,1.237,34,5.364,1.755,33,4.6,1.314,35,4.486,1.339,35,5.371,0.929,35
trainer (shoe),7,3.727,2.192,33,5.879,1.174,33,5.588,1.216,34,6.394,0.919,33,6.455,1.076,33,6.182,1.217,33,2.941,1.282,34,2.824,1.382,34,4.706,0.859,34
treble (music),6,5.324,1.874,34,5.879,1.2,33,5.697,1.507,33,4.455,1.499,33,4.375,1.98,32,4.032,1.909,31,5.303,1.167,33,3.469,1.274,32,3.906,0.98,32
treble (triple),6,4.152,2.12,33,5.406,0.655,32,5.546,0.956,33,3.943,1.804,35,3.571,1.46,35,4.8,1.546,35,4.943,1.241,35,4.314,1.72,35,4.171,0.845,35
trial (courtroom),5,5.029,2.561,34,3.794,1.967,34,3.212,2.332,33,5.829,1.464,35,6.353,0.762,34,5.03,1.586,33,5.206,1.158,34,5.559,1.034,34,4.853,0.974,34
trial (test),5,3.912,1.634,34,4.121,1.273,33,3.765,1.832,34,4.429,1.661,35,3.706,1.582,34,5.152,1.635,33,4.571,1.44,35,3.914,1.339,35,4.147,0.944,34
trunk (elephant),5,4.143,1.944,35,5.882,0.993,34,5.457,1.36,35,6.6,0.835,35,6.657,0.583,35,5.529,1.851,34,2.2,0.888,35,4.543,1.826,35,4.714,1.03,35
trunk (luggage),5,3.118,1.694,34,5.177,1.014,34,5.303,1.218,33,6.353,0.997,34,6.324,0.931,34,4.5,2.018,34,4.364,1.534,33,3.938,1.368,32,4.265,1.146,34
trunk (tree/body),5,4.059,1.999,34,5.441,0.847,34,5.152,1.579,33,6.429,0.904,35,6.571,0.645,35,4.941,1.626,34,2.706,1.016,34,5.088,1.358,34,4.941,0.873,34
tweet (bird),5,4.853,2.144,34,6.353,1.57,34,5.382,1.515,34,4.941,1.533,34,4.727,1.763,33,5.394,1.301,33,2.486,1.251,35,2.206,1.106,34,3.059,0.938,34
tweet (Twitter),5,4.091,2.234,33,5.171,1.298,35,5.8,1.786,35,4.4,1.93,35,5.147,2.017,34,5.912,1.463,34,6.829,0.56,35,2.853,1.537,34,3.829,0.878,35
type (category),4,3.343,1.912,35,5.029,0.707,34,5.03,1.218,33,3.286,1.766,35,2.588,1.331,34,5.257,1.778,35,3.571,1.42,35,4.303,1.381,33,4.118,1.022,34
type (typeface),4,2.75,1.696,32,5.281,0.874,32,5.033,1.816,30,4.548,1.456,31,4.194,2.023,31,4.882,2.011,34,4.8,1.661,30,2.8,1.352,30,4.219,0.599,32
unit (item),4,3,1.832,31,5.03,0.46,33,5,0.672,31,5.031,1.759,32,4.242,2.016,33,4.71,1.463,31,4.484,1.701,31,2.774,1.156,31,4.25,0.707,32
unit (measure),4,2.941,1.714,34,4.971,0.56,35,4.914,1.402,35,4.882,1.711,34,4.088,1.946,34,5.118,1.659,34,4.743,1.338,35,2.229,1.244,35,4.424,0.854,33
upset (sad),5,4.656,2.245,32,1.939,0.776,33,3.212,1.409,33,2.969,1.551,32,5.546,1.437,33,6.355,1.094,31,2.182,0.968,33,4.212,1.61,33,3.091,1.19,33
upset (unbalance),5,4.5,2.159,34,2.412,1.166,34,3.824,2.149,34,2.647,1.281,34,3.697,1.749,33,5.667,1.77,33,3.471,1.46,34,4.03,1.467,33,3.909,1.083,33
upset (unlikely victory),5,5.375,2.302,32,3.909,2.08,33,4.375,2.315,32,2.906,1.465,32,3.71,1.938,31,3.824,2.079,34,4.515,1.893,33,4.485,1.329,33,4.25,1.225,32
verse (poetry),5,4.813,1.74,32,6.281,1.397,32,5.194,1.446,31,5.129,1.791,31,5.03,1.834,33,5.969,1.185,32,4.531,1.299,32,3.484,1.584,31,3.273,0.827,33
verse (stanza),5,3.429,1.887,35,5.457,1.104,35,5.147,1.396,34,4.441,1.684,34,4.265,1.633,34,4.647,1.954,34,5.343,1.372,35,3.4,1.497,35,3.412,1.032,34
vet (investigate),3,3.933,2.097,30,4.788,1.066,33,5.75,1.658,32,3.594,1.618,32,2.938,1.368,32,3.353,2.013,34,5.406,1.748,32,4.121,1.2,33,4.281,0.943,32
vet (veteran),3,4.229,2.001,35,5.514,1.402,35,5.086,1.628,35,6.029,1.028,35,5.8,1.327,35,4.686,1.939,35,4.743,1.574,35,4.265,1.335,34,5.086,1.592,35
vet (veterinarian),3,4.2,1.909,35,6.2,1.527,35,5.286,1.185,35,6.143,1.222,35,5.971,1.363,35,5.229,1.774,35,3.229,1.267,35,4.8,1.116,35,3.429,1.178,35
vision (dream),6,6.625,1.833,32,6.906,1.208,32,5.4,1.705,30,2.656,1.651,32,4.438,1.999,32,5.531,1.639,32,4.807,1.49,31,5.355,1.064,31,3.194,0.965,31
vision (sight),6,5.294,2.037,34,6.971,1.465,34,6.235,1.646,34,4.529,1.576,34,4.257,1.696,35,5.406,1.411,32,3.912,1.337,34,4.382,1.766,34,3.714,0.7,35
volume (amount),6,3.667,2.331,33,5.333,0.682,33,5.03,1.834,33,4.424,1.724,33,3.094,1.926,32,5.71,1.223,31,4.546,1.305,33,4.97,1.527,33,4.438,1.116,32
volume (loudness),6,6.029,2.049,35,5.029,1.2,34,6.229,1.623,35,4.286,1.845,35,3.6,1.855,35,6.286,1.084,35,3.457,1.078,35,5.429,1.46,35,4.657,1.264,35
wake (awake),4,5.559,2.117,34,5.971,1.748,35,5.941,2.169,34,4.912,1.56,34,4.629,1.758,35,6.303,0.904,33,2.429,1.226,35,4.177,1.361,34,3.943,1.241,35
wake (funeral),4,2.485,1.654,33,2,1.561,32,3.871,1.314,31,5.313,1.488,32,5.323,1.856,31,4.581,2.076,31,5.531,1.299,32,4.355,1.404,31,4.032,0.782,31
wake (ship),4,3.767,2.404,30,5.303,1.167,33,5.313,1.379,32,5.8,1.376,30,5.2,1.796,30,3.057,2.042,35,5.844,1.417,32,4.909,1.676,33,4.882,1.132,34
